publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name,location,title_notes,staff_notes,vendor_id,oclc_collection_name,oclc_collection_id,oclc_entry_id,oclc_linkscheme,oclc_number,ACTION
The Inferno Tango: Gender Politics and Modern Chinese Poetry, 1917-1980.,,,,,,,,,,https://deepblue.lib.umich.edu/handle/2027.42/78971,,,,,,,ebook,,,,,DTL OA University of Michigan Dissertation in Chinese Literature Studies,customer.215387.881,894436172,,,894436172,raw
"Post-modern transferrence/reading identity politics beyond modernity: Cases from contemporary world literature.",,,,,,,,,,https://deepblue.lib.umich.edu/handle/2027.42/130757,,,,,,,ebook,,,,,DTL OA University of Michigan Dissertation in Chinese Literature Studies,customer.215387.881,1436694325,,,1436694325,raw
Occasionality: A Theory of Literary Exchange between US and China in the Nineteenth Century.,,,,,,,,,,https://deepblue.lib.umich.edu/handle/2027.42/109072,,,,,,,ebook,,,,,DTL OA University of Michigan Dissertation in Chinese Literature Studies,customer.215387.881,894467764,,,894467764,raw
"From 'girl student' to 'woman revolutionary' : the representation of the deracinated woman in Chinese fiction of the May fourth era.",,,,,,,,,,https://deepblue.lib.umich.edu/handle/2027.42/132568,,,,,,,ebook,,,,,DTL OA University of Michigan Dissertation in Chinese Literature Studies,customer.215387.881,68900493,,,68900493,raw
