publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name,location,title_notes,staff_notes,vendor_id,oclc_collection_name,oclc_collection_id,oclc_entry_id,oclc_linkscheme,oclc_number,ACTION
Between Sovereignties: Chinese Minor Settler Literature Across the Pacific /,,,,,,,,,https://escholarship.org/uc/item/8n91k8xc,,,,,,,ebook,,,,,DTL OA eScholarship UC Open Access Dissertations Chinese Literature Studies,customer.215387.859,1078228800,,,1078228800,raw
Envisioning the Chinese Detective : Dimensions of an Imported Genre, 1890s-1940s /,,,,,,,,,https://escholarship.org/uc/item/1g37v8zc,,,,,,,ebook,,,,,DTL OA eScholarship UC Open Access Dissertations Chinese Literature Studies,customer.215387.859,951929423,,,951929423,raw
The edge of knowing : dreams, history, and realism in modern Chinese literature /,9780295999005,9780295999005,2009,,,,,,,,https://escholarship.org/uc/item/90f6t24s,,,,,,,ebook,,,,,DTL OA eScholarship UC Open Access Dissertations Chinese Literature Studies,customer.215387.859,1298400624,,,1298400624,raw
Hauntological Poetics: Specters in Modern Chinese Poetry,,,,,,,,,https://escholarship.org/uc/item/53d983d2,,,,,,,ebook,,,,,DTL OA eScholarship UC Open Access Dissertations Chinese Literature Studies,customer.215387.859,1367498975,,,1367498975,raw
Performing perversion : decadence in Twentieth-Century Chinese literature /,9781267731920,9781267731920,2012,,,,,,,,https://escholarship.org/uc/item/89r2b0jj,,,,,,,ebook,,,,,DTL OA eScholarship UC Open Access Dissertations Chinese Literature Studies,customer.215387.859,824429470,,,824429470,raw
Making the Censored Public: The 1989 Tiananmen Square Protests in Chinese Fiction and Film,,,,,,,,,https://escholarship.org/uc/item/3z36z6j4,,,,,,,ebook,,,,,DTL OA eScholarship UC Open Access Dissertations Chinese Literature Studies,customer.215387.859,1022058853,,,1022058853,raw
