publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name,location,title_notes,staff_notes,vendor_id,oclc_collection_name,oclc_collection_id,oclc_entry_id,oclc_linkscheme,oclc_number,ACTION
Diaspora and Belonging in Panama : Cultural Performance and National Identity for Panamanians of Chinese Descent,,,,,,,,,https://escholarship.org/uc/item/32p9t8vt,,,,,,,ebook,,,,,DTL OA eScholarship UC Open Access Dissertations Chinese History Studies,customer.215387.858,1430380727,,,1430380727,raw
Migration, social network, and identity : the evolution of Chinese community in East San Gabriel Valley, 1980-2010 /,9781303507045,9781303507045,2013,,,,,,,,https://escholarship.org/uc/item/8c60v1bm,,,,,,,ebook,,,,,DTL OA eScholarship UC Open Access Dissertations Chinese History Studies,customer.215387.858,869466826,,,869466826,raw
Chinese society in the age of Confucius (1000-250 BC) : the archaeological evidence /,9781938770456,9781938770456,2006,,,,,,,,https://escholarship.org/uc/item/7wg332wd,,,,,,,ebook,,,,,DTL OA eScholarship UC Open Access Dissertations Chinese History Studies,customer.215387.858,651761895,,,651761895,raw
Reconstruction of Ancient Production Technology of Chinese Blue Pigment and Synthesis of Chinese Blue Nanoscrolls as a Novel Optical Material /,,,,,,,,,https://escholarship.org/uc/item/1br1t8ng#main,,,,,,,ebook,,,,,DTL OA eScholarship UC Open Access Dissertations Chinese History Studies,customer.215387.858,1096379045,,,1096379045,raw
Metamorphic Medium : Materializing Silver in Modern China, 1682-1839,,,,,,,,,https://escholarship.org/uc/item/8p75k2md,,,,,,,ebook,,,,,DTL OA eScholarship UC Open Access Dissertations Chinese History Studies,customer.215387.858,1405249387,,,1405249387,raw
Sinews of Paper: Public Debt and Chinese Political Economy, 1850-1914 /,,,,,,,,,https://escholarship.org/uc/item/4p07964q,,,,,,,ebook,,,,,DTL OA eScholarship UC Open Access Dissertations Chinese History Studies,customer.215387.858,1122541132,,,1122541132,raw
Gender Identity in Action: Chinese Female Activists’ Gender Repertoires in a Globalizing Context,,,,,,,,,https://escholarship.org/uc/item/590803wp,,,,,,,ebook,,,,,DTL OA eScholarship UC Open Access Dissertations Chinese History Studies,customer.215387.858,1367701378,,,1367701378,raw
Acculturation and important people and programming for Chinese international students at liberal arts colleges /,,,,,,,,,https://escholarship.org/uc/item/42x5d0pd,,,,,,,ebook,,,,,DTL OA eScholarship UC Open Access Dissertations Chinese History Studies,customer.215387.858,930180444,,,930180444,raw
A Legacy of Deviance: Historical Constructions of Chinese Immigrant Masculinity,,,,,,,,,https://escholarship.org/uc/item/9ss5w4gg,,,,,,,ebook,,,,,DTL OA eScholarship UC Open Access Dissertations Chinese History Studies,customer.215387.858,1022168233,,,1022168233,raw
Pollution Revolution: Maoist Environmentalism in the Late Cultural Revolution, 1970-1974,,,,,,,,,https://escholarship.org/uc/item/59b9w63f,,,,,,,ebook,,,,,DTL OA eScholarship UC Open Access Dissertations Chinese History Studies,customer.215387.858,1401038674,,,1401038674,raw
Chinese Shipping and Merchant Networks at the Edge of the Spanish Pacific: the Minnan-Manila Trade, 1680-1840 /,,,,,,,,,https://escholarship.org/uc/item/0z33k2r4,,,,,,,ebook,,,,,DTL OA eScholarship UC Open Access Dissertations Chinese History Studies,customer.215387.858,1122540642,,,1122540642,raw
To Enter Art History : Translating Art History and Canonizing Contemporary Art in Reform Era China (1978-1993) /,,,,,,,,,https://escholarship.org/uc/item/2rt2s0gg,,,,,,,ebook,,,,,DTL OA eScholarship UC Open Access Dissertations Chinese History Studies,customer.215387.858,990784344,,,990784344,raw
“Golden Lilies” Across the Pacific: Bodies and Paradoxes of U.S. Inclusion in Enforcing the Chinese Exclusion Laws,,,,,,,,,https://escholarship.org/uc/item/0x10737w,,,,,,,ebook,,,,,DTL OA eScholarship UC Open Access Dissertations Chinese History Studies,customer.215387.858,1367520622,,,1367520622,raw
Writing Modernity: Constructing a History of Chinese Architecture, 1920-1949,,,,,,,,,https://escholarship.org/uc/item/2sg0n862#main,,,,,,,ebook,,,,,DTL OA eScholarship UC Open Access Dissertations Chinese History Studies,customer.215387.858,1367570040,,,1367570040,raw
Archaeology of the Chinese bronze age : from Erlitou to Anyang /,9781938770401,9781938770401,2014,,,,,,,,https://escholarship.org/uc/item/9df4w6kn,,,,,,,ebook,,,,,DTL OA eScholarship UC Open Access Dissertations Chinese History Studies,customer.215387.858,1090397893,,,1090397893,raw
